Fecha,Super 95,Super 95 Sin imp.,Diesel,Diesel Sin imp.,Diesel Cal.,Diesel Cal. Sin imp.,Año
2018-09-17,1.34,0.64,1.25,0.66,0.79,0.56,2018
2018-09-10,1.34,0.65,1.25,0.66,0.8,0.57,2018
2018-09-03,1.34,0.64,1.24,0.66,0.79,0.56,2018
2018-08-27,1.33,0.64,1.23,0.65,0.78,0.56,2018
2018-08-20,1.33,0.64,1.23,0.65,0.79,0.56,2018
2018-08-13,1.33,0.64,1.23,0.65,0.78,0.56,2018
2018-08-06,1.32,0.63,1.23,0.65,0.78,0.56,2018
2018-07-30,1.32,0.63,1.22,0.64,0.78,0.56,2018
2018-07-23,1.32,0.63,1.22,0.64,0.78,0.55,2018
2018-07-16,1.33,0.64,1.23,0.65,0.78,0.55,2018
2018-07-09,1.33,0.63,1.23,0.65,0.79,0.56,2018
2018-07-02,1.32,0.63,1.22,0.64,0.78,0.55,2018
2018-06-25,1.32,0.63,1.22,0.64,0.78,0.55,2018
2018-06-18,1.33,0.64,1.23,0.65,0.78,0.55,2018
2018-06-11,1.33,0.64,1.24,0.66,0.77,0.55,2018
2018-06-04,1.34,0.64,1.24,0.66,0.79,0.56,2018
2018-05-28,1.33,0.64,1.24,0.66,0.78,0.55,2018
2018-05-21,1.32,0.63,1.23,0.65,0.77,0.55,2018
2018-05-14,1.3,0.61,1.21,0.63,0.74,0.52,2018
2018-05-07,1.29,0.6,1.19,0.62,0.74,0.52,2018
2018-04-30,1.28,0.6,1.18,0.61,0.72,0.51,2018
2018-04-23,1.27,0.59,1.17,0.6,0.72,0.51,2018
2018-04-16,1.26,0.58,1.16,0.59,0.71,0.5,2018
2018-04-09,1.25,0.57,1.16,0.59,0.7,0.49,2018
2018-03-26,1.24,0.56,1.14,0.57,0.67,0.47,2018
2018-03-19,1.22,0.55,1.13,0.57,0.68,0.47,2018
2018-03-12,1.22,0.55,1.13,0.57,0.68,0.47,2018
2018-03-05,1.23,0.55,1.14,0.57,0.69,0.48,2018
2018-02-26,1.22,0.55,1.13,0.57,0.69,0.48,2018
2018-02-19,1.23,0.55,1.13,0.57,0.69,0.48,2018
2018-02-12,1.25,0.57,1.15,0.59,0.7,0.49,2018
2018-02-05,1.26,0.58,1.16,0.59,0.72,0.5,2018
2018-01-29,1.26,0.58,1.16,0.59,0.72,0.51,2018
2018-01-22,1.25,0.58,1.17,0.6,0.73,0.51,2018
2018-01-15,1.25,0.57,1.16,0.59,0.73,0.52,2018
2018-01-08,1.25,0.57,1.16,0.59,0.71,0.5,2018
2018-01-01,1.24,0.57,1.15,0.58,0.69,0.48,2018
2019-04-01,1.29,0.59,1.23,0.64,0.78,0.54,2019
2019-03-25,1.28,0.58,1.23,0.64,0.77,0.54,2019
2019-03-18,1.27,0.57,1.23,0.64,0.78,0.55,2019
2019-03-11,1.26,0.57,1.23,0.64,0.78,0.55,2019
2019-03-04,1.26,0.57,1.23,0.63,0.78,0.54,2019
2019-02-25,1.25,0.56,1.22,0.63,0.78,0.55,2019
2019-02-18,1.24,0.55,1.2,0.61,0.76,0.53,2019
2019-02-11,1.23,0.54,1.19,0.6,0.74,0.52,2019
2019-02-04,1.23,0.54,1.19,0.6,0.73,0.51,2019
2019-01-28,1.22,0.54,1.18,0.59,0.73,0.51,2019
2019-01-21,1.21,0.53,1.17,0.58,0.73,0.51,2019
2019-01-14,1.2,0.52,1.15,0.57,0.72,0.49,2019
2019-01-07,1.18,0.5,1.13,0.56,0.69,0.47,2019
